,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
0,8083,3823,1,1684,23,1432,95,70,63,99,6047.15859375,87926.175,-0.8944181799888611,1464447926272.0,3209738846208.0
1,7837,3838,4,716,20,5025,49,57,0,100,5864.273046875,86470.75625,-0.8952112793922424,1568056803328.0,1950486888448.0
2,321,468,36,8,0,37,3,8,0,88,9259.0328125,120168.6125,-0.3086887001991272,241549459456.0,302975221760.0
3,8673,2329,2,1075,47,4893,55,59,72,100,5811.44453125,85452.375,-0.9016937613487244,1698532294656.0,3193222463488.0
4,5729,2560,22,8,7,1911,13,52,39,100,6429.48125,95311.675,-0.7635782361030579,1179657699328.0,734030856192.0
5,3673,3562,39,10,1,1309,28,10,24,100,6777.590625,100466.05,-0.6267552971839905,886828040192.0,504236867584.0
6,3260,3578,11,61,2,1693,36,12,33,100,6790.35625,100271.925,-0.6184595823287964,685581336576.0,637414539264.0
7,4670,3799,4,435,10,103,38,49,55,99,6892.996875,100202.1125,-0.7056018710136414,837191008256.0,1350393266176.0
8,7836,3609,2,1309,42,2053,67,50,39,99,6035.9390625,88139.9375,-0.8898491859436035,1449224306688.0,3268469587968.0
9,2177,3613,3,1358,15,3450,8,48,3,99,6871.38125,100964.95,-0.5908640027046204,520188100608.0,2122529243136.0
10,7199,3562,4,1054,3,1165,4,54,35,98,6317.584765625,91888.79375,-0.8649917244911194,1316180983808.0,1450254532608.0
11,7643,3622,4,114,8,103,41,49,55,98,6424.02578125,92764.375,-0.8665890693664551,1354730831872.0,1007936864256.0
12,7681,3656,3,436,10,3431,25,41,8,99,5990.340625,87876.8375,-0.8887996673583984,1477631016960.0,1207051747328.0
13,4061,3623,11,252,0,1821,35,48,36,100,6503.49921875,97418.08125,-0.6828396320343018,829688971264.0,879611412480.0
14,7779,3606,0,509,36,2939,76,60,55,99,5992.953515625,87644.81875,-0.8912875652313232,1461383331840.0,2470456852480.0
15,5816,3694,5,1512,4,1799,17,43,52,100,6257.09453125,92698.85,-0.8162575960159302,1103676833792.0,1935050539008.0
16,3930,3556,0,811,62,5366,48,52,72,100,6465.891015625,96156.45625,-0.7054570913314819,879886073856.0,3421509779456.0
17,5496,3610,10,1513,61,3847,17,35,15,100,6226.91015625,92727.575,-0.8016214966773987,1148282339328.0,3728724721664.0
18,2405,3354,3,339,1,1386,7,52,56,93,7685.41328125,108172.725,-0.5426850318908691,484583669760.0,835829760000.0
19,6240,3630,3,1002,3,1977,12,35,36,98,6370.0,93211.81875,-0.8333189487457275,1173740060672.0,1396048134144.0
20,5661,2575,24,28,3,136,13,59,32,99,6831.015625,99564.14375,-0.7207643985748291,1113308397568.0,644719116288.0
21,446,3637,3,60,3,226,3,4,1,100,7604.815625,108382.25,-0.4225437343120575,101244166144.0,430826029056.0
22,8476,3823,3,203,42,3463,46,62,55,99,5891.980078125,85963.76875,-0.9040268659591675,1617192419328.0,2231037067264.0
23,5661,3097,22,7,0,1664,29,43,38,90,7276.4375,101718.8875,-0.7525324821472168,1158809649152.0,590618034176.0
24,7696,3566,0,1741,38,1257,15,58,55,100,6036.93359375,88636.1125,-0.8840448260307312,1385575088128.0,3252109705216.0
25,7,3743,3,883,13,129,3,5,60,93,8444.50859375,114359.0,-0.404197096824646,21284478976.0,1495356145664.0
26,4698,3560,0,1243,63,2933,76,52,55,100,6381.1703125,94755.4625,-0.7578058242797852,924823715840.0,3971808493568.0
27,4320,3602,4,34,1,1274,60,54,44,99,6776.828125,99901.0125,-0.6721717715263367,818981109760.0,877778698240.0
28,4050,3556,12,195,1,2281,60,51,39,100,6508.366015625,97247.725,-0.6916574835777283,849674895360.0,1000019197952.0
29,4704,3601,3,106,35,1992,60,32,59,100,6513.09609375,96370.5625,-0.7347413301467896,906900340736.0,1943629987840.0
30,7750,3792,10,28,26,183,26,56,56,100,6208.70078125,90744.80625,-0.8742870688438416,1406995791872.0,1447905329152.0
31,5120,3090,2,1385,12,1787,47,43,52,100,6410.23671875,95001.88125,-0.7614438533782959,966719438848.0,2261701623808.0
32,8862,3822,3,587,63,1840,73,32,55,100,5864.434765625,85537.3,-0.9079763889312744,1625180078080.0,3303622311936.0
33,7808,3741,5,627,33,1348,60,54,64,99,6124.012109375,89167.9125,-0.8859842419624329,1433991905280.0,2375794032640.0
34,8003,3567,7,60,7,3091,4,56,63,100,5895.23671875,86808.6875,-0.8934765458106995,1541761925120.0,739219210240.0
35,6815,3566,3,1001,27,2055,48,32,59,100,6096.04453125,89984.0125,-0.8646094799041748,1276681650176.0,2376571551744.0
36,3681,3593,10,646,5,2806,28,76,6,98,6757.91015625,99078.5375,-0.674268901348114,794351370240.0,1378038972416.0
37,3068,3581,2,1675,11,1799,31,38,52,100,6705.1875,99009.83125,-0.6403861045837402,609944862720.0,2385862197248.0
38,1254,3473,3,1525,34,1739,23,51,4,100,6977.2640625,102289.65,-0.5445122122764587,297095036928.0,3004292661248.0
39,7,3743,3,21,13,889,0,6,35,92,8388.6234375,113863.25,-0.4144524931907654,49009283072.0,722110578688.0
40,2941,3413,5,397,0,1902,13,50,75,98,6819.21328125,100410.2875,-0.616897463798523,606954192896.0,903066025984.0
41,58,3357,2,876,10,54,2,48,39,100,7569.60546875,107952.4875,-0.4327187240123749,22306562048.0,1569823653888.0
42,30,3600,4,835,2,129,3,5,60,98,7767.03125,109556.625,-0.42994552850723267,30408314880.0,1101911818240.0
43,5785,3624,9,35,30,2740,24,59,71,99,6328.23515625,93397.1,-0.8085768818855286,1153088094208.0,1590946037760.0
44,5822,3350,2,1073,32,2300,40,52,40,100,6233.8359375,92506.4125,-0.8116559386253357,1107637829632.0,2608984227840.0
45,67,3638,2,1852,3,237,4,7,30,100,7432.446875,106710.6125,-0.45536112785339355,30549116928.0,2012956590080.0
46,7521,3822,3,843,62,5920,77,56,55,100,5891.685546875,86878.475,-0.8908454179763794,1540577296384.0,3585270087680.0
47,5950,3615,3,823,15,3085,11,48,3,100,6170.50078125,91762.30625,-0.8247557282447815,1163676876800.0,1647969566720.0
48,3486,3630,4,981,58,2036,59,47,58,100,6622.2,97928.2625,-0.6707941293716431,701596237824.0,3490471215104.0
49,5766,3622,9,1047,2,2296,24,35,8,99,6310.894921875,93417.36875,-0.8098397254943848,1133583400960.0,1463427923968.0
50,3906,3149,0,1068,50,1904,60,57,12,100,6602.55390625,97749.1125,-0.6774827241897583,749414514688.0,3328367132672.0
51,2465,3625,20,3,2,59,11,10,0,98,7577.3171875,107918.0875,-0.49424120783805847,533659582464.0,415063932928.0
52,4525,3560,11,60,0,2294,48,59,56,100,6378.81015625,95915.5125,-0.7158057689666748,927717195776.0,850963726336.0
53,5120,3102,1,865,12,1668,31,40,60,100,6443.337890625,95398.7625,-0.758075475692749,957258203136.0,1714199724032.0
54,1,3609,5,29,61,888,24,58,34,100,7372.625,106145.875,-0.45823386311531067,58168324096.0,2682382450688.0
55,3068,3090,2,1686,12,1787,32,37,52,100,6734.01171875,99371.1625,-0.6266511082649231,609507147776.0,2433233977344.0
56,4472,3810,3,1225,49,2810,56,0,28,99,6506.57890625,96065.9375,-0.744958221912384,896354484224.0,3223392354304.0
57,6304,3600,2,524,2,778,11,48,3,100,6359.34609375,94030.24375,-0.8218727707862854,1136021864448.0,976090955776.0
58,3841,3600,4,1225,0,3170,24,61,20,99,6518.655859375,97405.50625,-0.6842073202133179,804762943488.0,1681925865472.0
59,6337,3647,4,247,7,3070,12,57,36,100,6115.012890625,90773.36875,-0.8456376791000366,1235618365440.0,941326991360.0
60,4537,3792,10,99,18,1193,11,56,57,100,6665.325,98213.78125,-0.7076852321624756,884521697280.0,1184484425728.0
61,3833,3559,4,1835,62,2871,55,37,72,100,6524.22578125,96761.2625,-0.6965548992156982,792462622720.0,4301073416192.0
62,1,492,4,71,1,221,3,9,3,99,7786.940625,110548.3125,-0.3748171627521515,28716156928.0,407981293568.0
63,224,3601,4,828,6,1806,12,1,51,100,7079.5375,103303.7,-0.5128608345985413,125356785664.0,1259914002432.0
64,3905,3679,0,972,7,903,39,50,11,100,6752.36171875,99349.0375,-0.6676433086395264,712723726336.0,1710921613312.0
65,6392,3102,4,1134,1,2074,12,43,59,100,6138.968359375,91643.64375,-0.8322309851646423,1208858705920.0,1494010429440.0
66,1726,1588,36,8,0,7558,2,8,60,92,7568.86875,106495.175,-0.5168063640594482,760498094080.0,321271037952.0
67,4224,3827,3,1014,13,1400,53,63,33,100,6590.59375,97349.2625,-0.7120118737220764,801745797120.0,2068433207296.0
68,4159,3626,21,26,1,3430,3,10,33,91,7317.32265625,103721.93125,-0.6786725521087646,956645179392.0,355676684288.0
69,2174,3629,3,1355,3,2826,79,63,16,100,6792.3234375,100166.625,-0.5960263609886169,496902406144.0,2211649159168.0
70,3938,3021,0,51,34,2931,50,57,51,100,6553.46484375,97244.3,-0.6762003302574158,792450039808.0,1891204726784.0
71,3337,3559,4,1579,63,2864,55,35,20,100,6613.27421875,98027.475,-0.6600706577301025,705863614464.0,4095953338368.0
72,6465,3593,5,1020,2,770,11,52,36,100,6296.528125,93037.1,-0.8364096283912659,1179116896256.0,1433284640768.0
73,8673,2585,2,1037,35,5359,52,52,72,100,5798.653125,85234.225,-0.9033931493759155,1715532070912.0,2740606730240.0
74,7811,3561,3,1932,37,2297,12,62,0,100,5932.42109375,87403.425,-0.8899983763694763,1458893357056.0,3353265569792.0
75,35,3631,8,973,2,154,28,3,60,99,7620.18359375,108343.525,-0.43969690799713135,52670713856.0,1373497458688.0
76,6375,3600,3,627,13,882,11,55,60,99,6418.32109375,93961.15,-0.8311405181884766,1157295505408.0,1464098619392.0
77,4095,3621,10,920,1,664,0,53,56,100,6716.321875,99465.6,-0.6714958548545837,788280180736.0,1288667922432.0
78,3353,3759,3,635,34,1231,20,52,63,100,6783.334375,99750.6875,-0.6439693570137024,643957129216.0,2215135150080.0
79,2191,3658,3,1484,61,2490,62,61,47,100,6795.5015625,100141.5,-0.5984965562820435,487604486144.0,4103538737152.0
80,1,3600,4,924,2,257,28,5,56,92,8502.2171875,114865.7125,-0.4059794247150421,30029434880.0,1328516169728.0
81,6,3820,4,187,13,226,60,53,28,99,7749.76796875,109324.125,-0.41864264011383057,29768957952.0,1448729116672.0
82,4103,3811,3,899,13,894,3,57,61,98,6910.2640625,100394.7,-0.6823566555976868,762223329280.0,1673301458944.0
83,699,3544,3,1996,35,1064,59,58,40,100,7113.621875,103497.375,-0.5198665857315063,175856648192.0,3712970129408.0
84,5478,3743,4,395,2,1847,16,52,63,99,6437.75234375,95009.29375,-0.7900764346122742,1041468686336.0,939043127296.0
85,1025,3101,2,661,12,1784,30,48,40,100,7019.60625,102657.89375,-0.5308777093887329,253752295424.0,1594892746752.0
86,1672,3694,0,1611,38,2271,11,60,0,100,6874.62109375,101241.775,-0.569657027721405,373907849216.0,3158412361728.0
87,31,3603,4,102,2,862,3,6,67,99,7455.75625,106962.05,-0.45814579725265503,57322242048.0,477776084992.0
88,3319,3563,2,1366,12,2352,40,43,11,100,6636.5484375,98309.84375,-0.6565946936607361,673812447232.0,2198323593216.0
89,5023,3602,2,1170,28,1672,44,35,43,100,6419.25078125,95062.75,-0.7670453190803528,945638604800.0,2543467102208.0
90,7649,3838,5,1547,52,1800,20,40,63,99,6063.7015625,88575.0625,-0.8870363831520081,1422802026496.0,3509231550464.0
91,6456,2512,4,3,11,920,1,7,42,100,6445.72109375,95093.175,-0.7943394184112549,1177902120960.0,644852088832.0
92,8638,3636,3,468,3,1375,99,7,40,100,5948.12109375,86775.0125,-0.9010519981384277,1569222950912.0,1362378883072.0
93,1819,3743,2,1011,45,1675,31,5,3,100,6902.1890625,101411.15625,-0.5740860104560852,387995533312.0,2789039407104.0
94,7498,3355,0,981,60,1267,51,51,8,100,6103.434375,89735.675,-0.8747128844261169,1351472119808.0,3467126243328.0
95,5383,3422,4,394,2,1800,12,51,55,99,6481.734765625,95684.35,-0.7744229435920715,1023216779264.0,908678660096.0
96,4609,3553,4,1556,63,1275,55,35,36,100,6546.146484375,96728.4125,-0.7303328514099121,869326585856.0,4068584980480.0
97,7910,3810,5,1864,62,2554,56,7,39,100,5894.34296875,86618.36875,-0.8958923816680908,1495742676992.0,4203519148032.0
98,7655,3794,3,1235,51,2171,39,28,19,99,6042.63984375,88400.1375,-0.8872845768928528,1427140640768.0,3262411964416.0
99,2369,3600,3,14,0,3194,11,55,3,100,6608.45390625,99341.61875,-0.5968688726425171,544272580608.0,575928139776.0
100,4480,3349,2,1101,28,1904,44,59,43,100,6490.9890625,96207.34375,-0.7258127331733704,859576270848.0,2563908829184.0
101,2329,3813,5,577,61,2571,0,53,56,100,6753.9828125,99769.00625,-0.6095486283302307,524822380544.0,2929972477952.0
102,5761,3816,3,396,2,1328,0,53,4,99,6472.086328125,95401.5375,-0.7971231937408447,1066680320000.0,818651070464.0
103,7865,3620,0,468,62,2854,64,8,40,100,5908.026171875,86899.19375,-0.8933520913124084,1473253081088.0,3046897614848.0
104,6648,3423,4,106,13,1225,12,58,44,92,7068.76640625,99189.45625,-0.8222842812538147,1222452051968.0,1011400441856.0
105,4678,3560,3,788,1,3210,12,8,52,100,6331.86796875,94927.65,-0.7518447637557983,946807046144.0,1080516935680.0
106,6374,3567,4,524,28,1266,10,59,32,100,6290.457421875,92859.3625,-0.833340585231781,1176249434112.0,1851225538560.0
107,2746,3563,12,212,2,5505,16,59,56,100,6634.39140625,98719.06875,-0.628399133682251,740286070784.0,824918016000.0
108,6150,3613,4,1867,48,1253,63,9,3,99,6377.791796875,93660.5,-0.8231977224349976,1136781426688.0,3797267251200.0
109,7257,3560,3,1052,3,1266,92,59,56,99,6208.9359375,90620.86875,-0.8712149858474731,1324842221568.0,1980217032704.0
110,5360,3631,7,693,2,2271,12,3,0,99,6384.7078125,94583.9125,-0.7861382365226746,1051755020288.0,982287581184.0
111,7286,3826,9,113,1,3953,19,63,14,99,5993.7625,88877.16875,-0.8782738447189331,1458632261632.0,689962352640.0
112,766,3558,0,1964,62,2831,11,3,20,100,6966.6859375,102263.275,-0.5331324338912964,236620152832.0,4052887535616.0
113,3035,3820,3,9,12,5240,42,15,33,100,6600.4265625,97996.63125,-0.6526485681533813,734847959040.0,956783198208.0
114,6337,3631,4,12,2,3380,12,55,3,100,6111.228125,91148.65,-0.8394020199775696,1246927388672.0,559925362688.0
115,4611,3546,0,821,61,2802,51,3,11,99,6501.675,96051.3375,-0.7443608045578003,904899919872.0,3233927135232.0
116,1176,3809,4,1941,3,4731,60,32,31,100,6873.2109375,101187.3875,-0.5575625896453857,397784940544.0,2516497727488.0
117,1531,3821,3,9,52,2999,43,9,25,99,6967.971875,101903.2125,-0.5654795169830322,391280001024.0,2245872058368.0
118,1830,3822,1,178,1,2360,57,29,60,100,6788.7125,100724.725,-0.5813703536987305,409779208192.0,921789530112.0
119,4863,3116,2,1103,3,1576,56,37,40,100,6494.29375,96101.5625,-0.7391786575317383,914283560960.0,1759689310208.0
120,5382,3561,3,1417,1,1780,52,20,43,100,6305.55234375,94111.71875,-0.785831868648529,1017192841216.0,1894796492800.0
121,3396,3607,11,244,4,2590,8,56,52,100,6602.53046875,97894.0,-0.6652374267578125,741978931200.0,844561186816.0
122,8510,3611,5,113,0,5731,9,8,51,100,5687.35,84643.675,-0.9047071933746338,1716087685120.0,447849103360.0
123,2934,3354,2,1101,31,2818,40,60,20,100,6688.1703125,98999.9875,-0.6295175552368164,623791374336.0,2651625357312.0
124,7808,3349,3,1970,35,2177,51,62,55,100,5943.4125,87397.60625,-0.8898125886917114,1453993623552.0,3567027224576.0
125,4033,3614,3,123,5,1793,34,13,62,91,7617.50859375,105971.5125,-0.6475074291229248,782833287168.0,775522222080.0
126,8937,3805,3,1068,51,1917,55,67,16,100,5838.67265625,85266.425,-0.9091728925704956,1641045032960.0,3315311575040.0
127,4999,3805,0,1130,13,5363,23,0,19,100,6279.50859375,93605.025,-0.7803462743759155,1065868263424.0,1781536784384.0
128,2621,3539,2,815,3,1795,0,37,40,100,6780.2140625,100001.25625,-0.6122594475746155,531985235968.0,1194065526784.0
129,5822,2327,3,116,3,720,0,10,31,96,7014.7265625,100712.0875,-0.7309419512748718,1055119245312.0,478527750144.0
130,1776,3653,31,61,3,1610,2,2,60,99,7101.125,103206.58125,-0.5459136962890625,526618787840.0,441916653568.0
131,517,3348,0,39,15,3198,4,18,26,100,6989.278125,102532.7875,-0.5221746563911438,206662402048.0,875850170368.0
132,2644,3560,0,1117,63,2941,84,59,40,100,6720.19765625,99259.46875,-0.6212242841720581,567555194880.0,3961686065152.0
133,5760,3809,5,576,37,1289,63,60,55,100,6372.718359375,94003.25,-0.8078454732894897,1075323600896.0,2504688140288.0
134,705,3350,1,1875,1,2303,9,3,4,100,6957.13828125,102743.85,-0.5229178667068481,211859849216.0,1967398060032.0
135,1817,3614,0,77,62,2359,59,29,44,100,6861.8234375,100905.3625,-0.5749718546867371,402359582720.0,2800811769856.0
136,766,3577,4,1964,62,2864,8,3,40,100,6962.39765625,102180.3375,-0.5346955060958862,258304000000.0,4040222572544.0
137,62,3119,7,971,3,254,3,6,60,99,7604.965625,108053.1125,-0.4417370557785034,55898882048.0,1256099545088.0
138,7194,3618,3,1267,51,2107,24,31,3,99,6120.23125,89833.7625,-0.8732581734657288,1344554795008.0,3208191934464.0
139,2431,3473,3,1301,4,1771,18,27,8,99,6922.81015625,101347.825,-0.5946172475814819,503154573312.0,1702924124160.0
140,3833,3559,0,1835,62,2824,52,37,75,100,6524.983203125,96766.2375,-0.6966150999069214,770268200960.0,4284704882688.0
141,6423,3801,0,2,12,3222,6,59,3,99,6197.7484375,91535.6,-0.8466819524765015,1235654541312.0,844174393344.0
142,7674,3476,4,111,3,2808,30,17,37,99,6044.337109375,88623.1375,-0.8833586573600769,1458805669888.0,675705716736.0
143,740,3808,3,1234,60,1915,39,32,19,100,7012.46796875,102619.3,-0.533033549785614,214038446080.0,3635655737344.0
144,774,3798,27,28,2,780,4,12,3,100,7332.3375,106123.15,-0.4684807062149048,301432307712.0,410929168384.0
145,5254,3802,0,1098,19,2829,40,35,20,100,6279.83671875,93351.525,-0.7928886413574219,1017818120192.0,2154694574080.0
146,6374,3613,0,1867,63,2810,59,6,67,100,6104.001171875,90379.075,-0.8518535494804382,1212094742528.0,4268506218496.0
147,4742,3553,3,1995,38,1269,51,50,9,100,6519.473046875,96442.91875,-0.7389395833015442,887140515840.0,3654467715072.0
148,4863,3116,2,1200,3,1576,56,37,40,100,6490.54140625,96058.125,-0.7396056056022644,914283560960.0,1843443007488.0
149,3833,3359,3,212,49,2760,43,37,72,100,6542.2484375,97023.66875,-0.6873368620872498,783293480960.0,2413280624640.0
150,2182,3815,4,1941,62,2824,59,32,19,100,6777.8765625,100027.6625,-0.6010333895683289,503342039040.0,4404647297024.0
151,3958,3812,0,1866,50,2868,43,37,52,100,6490.078125,96354.65625,-0.7119673490524292,793633161216.0,3863048093696.0
152,806,3798,6,205,1,1855,5,13,3,100,6950.84921875,102728.90625,-0.5307698249816895,238698856448.0,541196320768.0
153,551,3730,4,1049,60,1688,28,42,23,99,7168.34609375,103984.91875,-0.5184001922607422,177976295424.0,3452989603840.0
154,4614,3778,4,1033,52,2295,20,40,31,99,6503.659375,96009.16875,-0.7504770755767822,907406868480.0,3069336616960.0
155,8729,3749,3,1132,50,252,8,2,28,100,6003.751953125,87487.625,-0.8994002938270569,1544097234944.0,2889955409920.0
156,4792,3806,5,576,34,758,35,52,55,99,6730.42265625,98378.125,-0.7346605062484741,887443161088.0,2232618844160.0
157,4954,3562,0,1243,63,2837,48,52,11,100,6345.67109375,94362.875,-0.7693397402763367,965886017536.0,3794097405952.0
158,6815,3357,0,562,35,2302,11,48,48,100,6099.665625,90228.5125,-0.8605440855026245,1270331998208.0,2083946102784.0
159,5305,3617,0,1236,0,2826,80,36,55,100,6194.146484375,93082.175,-0.7879738211631775,1026586771456.0,1945392644096.0
160,1567,3552,4,604,2,1790,16,9,48,100,6912.5515625,101720.775,-0.5610690712928772,358562529280.0,986909114368.0
161,819,3639,4,1075,61,2373,2,1,63,100,6971.796875,102204.74375,-0.5374884605407715,249618579456.0,3201468203008.0
162,6752,3822,5,1644,61,2286,15,0,48,100,6060.059765625,89595.0625,-0.8671111464500427,1284381212672.0,3730563399680.0
163,7347,2577,0,1140,2,1262,35,56,7,99,6239.97421875,91724.7875,-0.857639729976654,1325003440128.0,1667073572864.0
164,4094,3567,5,76,1,766,28,6,58,100,6802.30234375,100518.73125,-0.6458393335342407,766227185664.0,563042648064.0
165,7354,3355,4,1796,0,2825,3,51,11,100,5900.390625,88302.33125,-0.8757328391075134,1403720433664.0,1986525528064.0
166,710,3357,5,1196,58,2057,2,15,39,100,7016.371875,102714.5,-0.5258148908615112,224236158976.0,3258531184640.0
167,6398,3819,7,1069,32,771,60,11,55,99,6396.55625,93503.375,-0.8399491310119629,1177729892352.0,2604280840192.0
168,5751,3358,5,604,0,6400,16,22,15,100,6084.44453125,91856.74375,-0.8043068647384644,1260206030848.0,945104945152.0
169,962,1811,7,70,0,2033,3,10,3,92,7787.9109375,108630.325,-0.481704980134964,277468807168.0,363215093760.0
170,6401,3536,7,28,1,509,3,10,63,67,10158.9484375,121767.925,-0.7365865707397461,1168694444032.0,338974932992.0
171,3251,3611,4,1075,61,2372,28,62,48,100,6637.2078125,98271.14375,-0.6563198566436768,672944619520.0,3538518540288.0
172,4001,3814,4,1836,60,1796,55,60,11,100,6551.574609375,97052.3875,-0.7045530676841736,782492041216.0,4287875776512.0
173,8769,3814,5,1935,0,5636,83,0,48,100,5676.496484375,84122.19375,-0.9099385738372803,1757708812288.0,2436256497664.0
